Distance_(pixels),Gray_Value
0,52.7778
1,54.1667
2,53.7500
3,51.9167
4,51.6667
5,48.0833
6,49.7222
7,54.3333
8,60.2778
9,64.0000
10,64.0278
11,58.0556
12,51.6389
13,45.3611
14,43.3889
15,43.7778
16,45.2222
17,50.2778
18,54.6389
19,60.6667
20,57.1944
21,53.6667
22,54.5556
23,58.2222
24,59.6389
25,54.1389
26,47.8889
27,47.0556
28,50.1389
29,58.5833
30,60.4167
31,57.8056
32,59.0278
33,59.5278
34,58.7222
35,52.8333
36,46.0278
37,38.9167
38,38.1944
39,48.8889
40,60.1667
41,68.6667
42,70.8611
43,71.1389
44,67.2778
45,58.2222
46,51.5833
47,49.7500
48,51.5556
49,55.6111
50,58.2222
51,56.4444
52,51.5556
53,50.0000
54,54.8056
55,65.6944
56,72.0278
57,68.0278
58,58.1667
59,52.5000
60,46.3611
61,46.0278
62,45.3611
63,46.8611
64,54.3333
65,64.3056
66,71.2778
67,68.7222
68,66.5556
69,65.9167
70,63.5278
71,59.2778
72,51.7778
73,46.3889
74,45.6667
75,50.4167
76,51.7222
77,50.1389
78,54.2500
79,57.7778
80,62.0833
81,66.8333
82,68.9722
83,66.3333
84,63.8889
85,59.9444
86,54.1111
87,47.3889
88,46.6667
89,45.0000
90,44.5278
91,51.0000
92,57.2778
93,65.1944
94,67.6111
95,65.0833
96,60.7222
97,53.8333
98,49.3333
99,51.1944
100,51.3056
101,52.5000
102,48.5000
103,43.8333
104,39.6111
105,40.6111
106,45.4722
107,56.9444
108,65.9444
109,70.8333
110,70.8056
111,66.5000
112,64.5000
113,63.7222
114,61.6944
115,62.0833
116,61.3889
117,55.6667
118,50.5556
119,45.1944
120,41.4167
121,43.3333
122,47.8889
123,56.8611
124,65.8611
125,69.6944
126,72.5833
127,73.2222
128,71.5278
129,65.5556
130,62.0833
131,59.6667
132,55.5833
133,53.5000
134,54.4167
135,56.8333
136,58.0833
137,65.3333
138,69.3056
139,75.8611
140,79.1111
141,76.0000
142,69.9167
143,64.1944
144,61.3056
145,59.3333
146,60.8611
147,62.7778
148,66.4444
149,63.7222
150,57.0000
151,57.9444
152,58.9167
153,62.2500
154,62.1667
155,61.1944
156,60.3333
157,58.1667
158,57.3889
159,58.7500
160,61.2222
161,64.6667
162,70.7222
163,72.6667
164,71.3889
165,67.6389
166,61.3611
167,56.7778
168,53.4444
169,56.1667
170,57.9167
171,53.5556
172,48.6667
173,46.9167
174,49.8611
175,60.5556
176,68.3056
177,70.1111
178,70.0556
179,68.6944
180,66.6944
181,66.0556
182,61.3333
183,55.3333
184,52.0833
185,51.5833
186,47.7500
187,43.4167
188,41.3333
189,36.8333
190,34.2500
191,36.6389
192,43.5556
193,47.1944
194,46.8333
195,46.3611
196,47.3889
197,50.2500
198,52.1944
199,50.8333
200,51.0000
201,50.1667
202,49.5833
203,54.7500
204,61.5278
205,68.6667
206,72.6111
207,71.1944
208,66.3056
209,64.9167
210,68.5000
211,66.1667
212,62.4722
213,57.7222
214,54.3611
215,53.8889
216,53.3056
217,48.5278
218,45.1389
219,44.6667
220,46.0833
221,50.8333
222,51.9167
223,52.8611
224,50.8889
225,49.7778
226,50.1389
227,49.6111
228,50.8333
229,51.6111
230,52.6111
231,54.8056
232,59.6389
233,61.9444
234,64.7500
235,69.7778
236,74.3333
237,75.3611
238,74.5833
239,74.0278
240,69.9167
241,64.7500
242,60.7778
243,59.4444
244,61.7500
245,63.9167
246,63.4444
247,61.5000
248,60.5000
249,61.3333
250,62.8333
251,62.1389
252,61.2500
253,60.9167
254,60.6944
255,60.0278
256,56.1667
257,54.5000
258,54.1389
259,54.1111
260,52.6944
261,51.6111
262,51.3056
263,51.6667
264,53.0278
265,53.1111
266,54.2222
267,52.6389
268,51.2500
269,51.5556
270,50.5000
271,48.4444
272,49.7222
273,50.8056
274,51.2222
275,49.9444
276,47.5833
277,45.5833
278,45.0000
279,44.1944
280,43.4444
281,41.8889
282,41.3333
283,39.7778
284,38.3889
285,36.6944
286,34.6667
287,33.6111
288,30.8611
289,29.4444
290,29.0833
291,27.5556
292,27.3889
293,27.1389
294,27.3056
295,26.4722
296,25.1667
297,24.8056
298,26.0278
299,25.9167
300,26.1111
301,26.3333
302,27.0556
303,27.4167
304,28.3333
305,28.2500
306,28.1111
307,28.4722
308,30.1389
309,31.2222
310,31.6111
311,31.8611
312,31.2778
313,30.6111
314,29.6944
315,30.6111
316,31.1389
317,31.5000
318,30.7500
319,30.2500
320,29.6389
321,28.8333
322,29.1667
323,30.0000
324,30.5000
325,29.3611
326,28.8056
327,29.3333
328,28.9167
329,28.8333
330,29.2222
331,29.7222
332,30.0556
333,29.9444
334,29.7500
335,29.8333
336,29.9444
337,30.4444
338,30.7222
339,32.4167
340,34.1111
341,35.4722
342,36.6944
343,38.1667
344,40.1944
345,41.3611
346,41.5000
347,42.0556
